ok,status,latency_ms,error
True,200,28.88,
True,200,21.62,
True,200,21.38,
True,200,33.62,
True,200,10.69,
True,200,36.97,
True,200,16.04,
True,200,24.04,
True,200,52.31,
True,200,38.50,
True,200,21.75,
True,200,40.22,
True,200,22.95,
True,200,20.30,
True,200,38.65,
True,200,26.02,
True,200,27.28,
True,200,29.63,
True,200,17.91,
True,200,26.81,
True,200,35.84,
True,200,13.09,
True,200,36.86,
True,200,39.67,
True,200,52.06,
True,200,57.99,
True,200,60.17,
True,200,68.37,
True,200,51.26,
True,200,54.20,
True,200,68.75,
True,200,51.22,
True,200,59.83,
True,200,55.31,
True,200,58.52,
True,200,66.67,
True,200,53.29,
True,200,61.15,
True,200,33.30,
True,200,41.38,
True,200,57.74,
True,200,43.18,
True,200,39.14,
True,200,42.48,
True,200,46.62,
True,200,59.10,
True,200,39.00,
True,200,75.21,
True,200,42.77,
True,200,35.45,
True,200,49.92,
True,200,41.00,
True,200,80.39,
True,200,52.90,
True,200,62.26,
True,200,44.75,
True,200,63.34,
True,200,35.53,
True,200,36.82,
True,200,47.17,
True,200,46.00,
True,200,44.29,
True,200,54.13,
True,200,44.82,
True,200,49.01,
True,200,36.94,
True,200,35.85,
True,200,40.46,
True,200,58.52,
True,200,59.77,
True,200,28.82,
True,200,49.23,
True,200,52.85,
True,200,27.05,
True,200,49.19,
True,200,33.39,
True,200,46.46,
True,200,46.96,
True,200,47.00,
True,200,57.61,
True,200,57.05,
True,200,42.00,
True,200,46.71,
True,200,38.66,
True,200,53.11,
True,200,52.25,
True,200,37.91,
True,200,42.27,
True,200,45.97,
True,200,46.48,
True,200,70.39,
True,200,63.98,
True,200,45.18,
True,200,51.44,
True,200,36.48,
True,200,41.69,
True,200,49.08,
True,200,53.53,
True,200,47.62,
True,200,58.27,
True,200,31.96,
True,200,52.99,
True,200,47.05,
True,200,39.18,
True,200,53.32,
True,200,49.91,
True,200,30.61,
True,200,57.95,
True,200,52.35,
True,200,51.45,
True,200,52.58,
True,200,41.19,
True,200,45.86,
True,200,52.76,
True,200,32.05,
True,200,36.85,
True,200,62.49,
True,200,55.47,
True,200,40.29,
True,200,66.24,
True,200,45.84,
True,200,36.61,
True,200,42.68,
True,200,28.55,
True,200,53.76,
True,200,38.13,
True,200,51.20,
True,200,46.50,
True,200,56.78,
True,200,57.15,
True,200,27.66,
True,200,45.34,
True,200,35.24,
True,200,57.73,
True,200,57.03,
True,200,56.17,
True,200,70.59,
True,200,51.28,
True,200,60.77,
True,200,43.37,
True,200,28.46,
True,200,32.50,
True,200,37.04,
True,200,66.24,
True,200,45.24,
True,200,56.73,
True,200,56.45,
True,200,53.98,
True,200,35.57,
True,200,45.01,
True,200,31.66,
True,200,64.74,
True,200,40.30,
True,200,81.95,
True,200,62.89,
True,200,28.68,
True,200,57.41,
True,200,50.35,
True,200,50.11,
True,200,36.41,
True,200,40.74,
True,200,69.25,
True,200,56.02,
True,200,47.12,
True,200,51.18,
True,200,28.35,
True,200,57.63,
True,200,50.98,
True,200,59.17,
True,200,31.28,
True,200,48.41,
True,200,43.04,
True,200,40.62,
True,200,37.35,
True,200,38.58,
True,200,50.84,
True,200,34.62,
True,200,40.60,
True,200,33.17,
True,200,42.78,
True,200,41.32,
True,200,38.29,
True,200,46.17,
True,200,62.09,
True,200,47.78,
True,200,36.19,
True,200,40.63,
True,200,53.62,
True,200,49.82,
True,200,28.79,
True,200,45.38,
True,200,46.81,
True,200,50.77,
True,200,34.96,
True,200,39.58,
True,200,29.92,
True,200,61.10,
True,200,60.69,
True,200,37.06,
True,200,64.04,
True,200,58.10,
True,200,59.30,
True,200,50.88,
True,200,28.92,
True,200,55.25,
True,200,39.16,
True,200,36.31,
True,200,49.69,
True,200,52.16,
True,200,33.86,
True,200,42.56,
True,200,60.55,
True,200,49.00,
True,200,68.75,
True,200,50.12,
True,200,38.83,
True,200,52.16,
True,200,37.28,
True,200,59.34,
True,200,46.16,
True,200,42.33,
True,200,36.54,
True,200,21.48,
True,200,48.52,
True,200,39.58,
True,200,35.49,
True,200,55.40,
True,200,41.31,
True,200,78.61,
True,200,41.67,
True,200,44.60,
True,200,48.25,
True,200,50.99,
True,200,39.66,
True,200,32.47,
True,200,79.31,
True,200,40.96,
True,200,43.25,
True,200,35.54,
True,200,46.56,
True,200,25.01,
True,200,39.90,
True,200,43.64,
True,200,63.36,
True,200,50.10,
True,200,41.24,
True,200,34.30,
True,200,51.78,
True,200,51.20,
True,200,42.36,
True,200,51.54,
True,200,45.97,
True,200,60.25,
True,200,58.63,
True,200,46.22,
True,200,46.00,
True,200,41.07,
True,200,34.97,
True,200,43.91,
True,200,40.03,
True,200,61.92,
True,200,34.52,
True,200,35.96,
True,200,48.11,
True,200,33.09,
True,200,47.37,
True,200,66.45,
True,200,50.16,
True,200,66.58,
True,200,28.80,
True,200,34.84,
True,200,48.09,
True,200,51.75,
True,200,49.66,
True,200,33.61,
True,200,45.28,
True,200,41.05,
True,200,49.86,
