ok,status,latency_ms,error
True,200,23.16,
True,200,13.89,
True,200,32.99,
True,200,15.32,
True,200,25.50,
True,200,24.56,
True,200,44.31,
True,200,31.89,
True,200,14.29,
True,200,37.28,
True,200,36.94,
True,200,21.25,
True,200,34.29,
True,200,25.68,
True,200,43.76,
True,200,23.45,
True,200,40.07,
True,200,17.49,
True,200,52.59,
True,200,22.67,
True,200,46.48,
True,200,63.29,
True,200,53.38,
True,200,53.83,
True,200,39.57,
True,200,54.87,
True,200,57.49,
True,200,54.53,
True,200,48.09,
True,200,56.90,
True,200,64.59,
True,200,30.03,
True,200,26.41,
True,200,57.36,
True,200,56.62,
True,200,37.45,
True,200,42.08,
True,200,62.05,
True,200,69.14,
True,200,45.06,
True,200,80.90,
True,200,37.56,
True,200,58.28,
True,200,54.10,
True,200,37.23,
True,200,50.73,
True,200,77.82,
True,200,44.93,
True,200,40.01,
True,200,55.62,
True,200,37.82,
True,200,68.52,
True,200,36.49,
True,200,47.96,
True,200,54.92,
True,200,56.07,
True,200,35.25,
True,200,58.99,
True,200,33.69,
True,200,57.52,
True,200,41.44,
True,200,58.08,
True,200,63.61,
True,200,43.15,
True,200,45.25,
True,200,35.45,
True,200,53.95,
True,200,45.61,
True,200,34.63,
True,200,61.92,
True,200,51.16,
True,200,22.92,
True,200,52.51,
True,200,35.93,
True,200,36.41,
True,200,53.57,
True,200,62.84,
True,200,61.96,
True,200,59.02,
True,200,52.59,
True,200,66.29,
True,200,49.53,
True,200,36.41,
True,200,26.63,
True,200,54.10,
True,200,46.81,
True,200,53.89,
True,200,48.26,
True,200,38.58,
True,200,37.96,
True,200,37.74,
True,200,47.36,
True,200,45.74,
True,200,56.68,
True,200,61.47,
True,200,57.46,
True,200,43.80,
True,200,46.55,
True,200,57.71,
True,200,50.53,
True,200,45.06,
True,200,40.09,
True,200,35.45,
True,200,45.83,
True,200,35.54,
True,200,47.99,
True,200,42.69,
True,200,31.07,
True,200,48.82,
True,200,37.78,
True,200,36.85,
True,200,46.58,
True,200,45.70,
True,200,36.59,
True,200,47.25,
True,200,52.67,
True,200,73.01,
True,200,37.72,
True,200,34.47,
True,200,37.05,
True,200,49.69,
True,200,68.63,
True,200,28.52,
True,200,48.01,
True,200,58.76,
True,200,39.10,
True,200,30.22,
True,200,48.48,
True,200,43.77,
True,200,44.41,
True,200,31.68,
True,200,55.45,
True,200,33.23,
True,200,48.75,
True,200,54.95,
True,200,46.73,
True,200,44.81,
True,200,45.89,
True,200,33.14,
True,200,41.27,
True,200,50.80,
True,200,40.84,
True,200,68.89,
True,200,58.44,
True,200,47.69,
True,200,47.66,
True,200,56.41,
True,200,49.90,
True,200,51.12,
True,200,51.50,
True,200,44.91,
True,200,53.91,
True,200,37.50,
True,200,52.65,
True,200,60.07,
True,200,37.50,
True,200,43.70,
True,200,52.49,
True,200,48.11,
True,200,48.73,
True,200,65.81,
True,200,57.75,
True,200,37.44,
True,200,58.03,
True,200,44.13,
True,200,29.97,
True,200,53.72,
True,200,35.33,
True,200,39.59,
True,200,42.78,
True,200,48.05,
True,200,49.63,
True,200,38.76,
True,200,44.32,
True,200,54.46,
True,200,57.96,
True,200,38.44,
True,200,32.66,
True,200,51.52,
True,200,33.74,
True,200,37.10,
True,200,45.37,
True,200,37.46,
True,200,60.58,
True,200,43.87,
True,200,67.40,
True,200,51.09,
True,200,52.66,
True,200,40.26,
True,200,42.88,
True,200,39.30,
True,200,46.50,
True,200,32.89,
True,200,49.15,
True,200,27.43,
True,200,48.77,
True,200,40.21,
True,200,42.97,
True,200,36.31,
True,200,37.25,
True,200,55.41,
True,200,61.36,
True,200,52.31,
True,200,39.85,
True,200,34.48,
True,200,31.97,
True,200,35.54,
True,200,43.10,
True,200,40.34,
True,200,43.09,
True,200,40.59,
True,200,41.76,
True,200,38.76,
True,200,35.66,
True,200,64.35,
True,200,47.62,
True,200,36.42,
True,200,64.70,
True,200,36.01,
True,200,56.46,
True,200,63.40,
True,200,73.36,
True,200,69.41,
True,200,36.57,
True,200,47.92,
True,200,39.63,
True,200,39.52,
True,200,38.13,
True,200,39.54,
True,200,47.42,
True,200,32.67,
True,200,53.73,
True,200,32.91,
True,200,41.11,
True,200,48.44,
True,200,31.65,
True,200,47.93,
True,200,45.84,
True,200,51.36,
True,200,58.47,
True,200,41.44,
True,200,43.64,
