ok,status,latency_ms,error
True,200,178.01,
True,200,180.79,
True,200,179.02,
True,200,177.91,
True,200,181.00,
True,200,177.91,
True,200,186.07,
True,200,176.03,
True,200,176.60,
True,200,180.82,
True,200,190.35,
True,200,172.82,
True,200,187.82,
True,200,184.04,
True,200,181.65,
True,200,186.21,
True,200,179.30,
True,200,180.59,
True,200,185.73,
True,200,187.96,
True,200,179.02,
True,200,178.05,
True,200,185.41,
True,200,181.25,
True,200,187.27,
True,200,190.86,
True,200,185.84,
True,200,191.15,
True,200,184.99,
True,200,186.92,
True,200,190.28,
True,200,184.32,
True,200,170.47,
True,200,181.88,
True,200,181.99,
True,200,192.64,
True,200,193.17,
True,200,180.48,
True,200,180.00,
True,200,187.21,
True,200,168.06,
True,200,159.86,
True,200,170.26,
True,200,176.03,
True,200,164.26,
True,200,170.83,
True,200,163.72,
True,200,178.23,
True,200,178.20,
True,200,178.86,
True,200,181.80,
True,200,183.92,
True,200,184.70,
True,200,182.68,
True,200,189.97,
True,200,182.60,
True,200,181.62,
True,200,188.59,
True,200,189.60,
True,200,197.20,
True,200,164.09,
True,200,168.86,
True,200,175.25,
True,200,173.60,
True,200,168.05,
True,200,168.92,
True,200,172.41,
True,200,182.19,
True,200,187.06,
True,200,195.32,
True,200,178.07,
True,200,182.03,
True,200,185.71,
True,200,187.82,
True,200,187.13,
True,200,182.32,
True,200,186.64,
True,200,177.45,
True,200,188.90,
True,200,186.00,
True,200,173.82,
True,200,173.85,
True,200,163.50,
True,200,177.10,
True,200,180.20,
True,200,175.44,
True,200,170.03,
True,200,180.30,
True,200,175.46,
True,200,177.79,
True,200,181.13,
True,200,183.63,
True,200,188.25,
True,200,186.25,
True,200,183.12,
True,200,184.86,
True,200,190.55,
True,200,190.32,
True,200,185.50,
True,200,185.03,
True,200,168.23,
True,200,173.28,
True,200,172.15,
True,200,164.59,
True,200,163.36,
True,200,167.15,
True,200,194.58,
True,200,169.68,
True,200,168.36,
True,200,172.82,
True,200,168.50,
True,200,173.07,
True,200,197.68,
True,200,194.16,
True,200,171.62,
True,200,173.86,
True,200,177.75,
True,200,176.87,
True,200,172.56,
True,200,184.37,
True,200,159.84,
True,200,162.83,
True,200,162.47,
True,200,174.88,
True,200,171.66,
True,200,175.93,
True,200,170.85,
True,200,189.01,
True,200,175.19,
True,200,175.30,
True,200,175.06,
True,200,171.77,
True,200,183.88,
True,200,165.23,
True,200,199.38,
True,200,181.27,
True,200,181.99,
True,200,180.76,
True,200,195.19,
True,200,195.34,
True,200,172.53,
True,200,170.91,
True,200,174.09,
True,200,179.65,
True,200,182.63,
True,200,183.70,
True,200,174.27,
True,200,189.74,
True,200,165.45,
True,200,171.24,
True,200,182.23,
True,200,178.08,
True,200,172.18,
True,200,178.89,
True,200,181.70,
True,200,172.45,
True,200,176.05,
True,200,179.70,
True,200,191.70,
True,200,188.50,
True,200,164.16,
True,200,167.36,
True,200,168.64,
True,200,171.81,
True,200,176.37,
True,200,172.91,
True,200,172.08,
True,200,167.18,
True,200,195.01,
True,200,172.87,
True,200,205.15,
True,200,182.43,
True,200,172.13,
True,200,176.19,
True,200,179.45,
True,200,196.69,
True,200,191.50,
True,200,166.53,
True,200,200.48,
True,200,183.96,
True,200,159.19,
True,200,171.28,
True,200,171.36,
True,200,170.51,
True,200,171.89,
True,200,179.72,
True,200,187.81,
True,200,175.50,
True,200,167.94,
True,200,180.33,
True,200,178.23,
True,200,174.85,
True,200,195.29,
True,200,176.01,
True,200,180.02,
True,200,177.66,
