timestamp,cpu_percent,rss_mb
2026-09-03T16:04:50,0.00,12.11
2026-09-03T16:04:51,1805.90,151.30
2026-09-03T16:04:52,1858.20,186.84
2026-09-03T16:04:53,1890.20,189.70
2026-09-03T16:04:54,1916.40,198.21
2026-09-03T16:04:55,1875.70,198.56
