ok,status,latency_ms,error
True,200,23.34,
True,200,29.94,
True,200,19.40,
True,200,14.54,
True,200,33.22,
True,200,17.98,
True,200,42.54,
True,200,14.93,
True,200,30.28,
True,200,27.88,
True,200,10.52,
True,200,30.59,
True,200,39.99,
True,200,25.34,
True,200,46.49,
True,200,18.95,
True,200,26.09,
True,200,27.23,
True,200,14.81,
True,200,30.98,
True,200,35.25,
True,200,29.08,
True,200,38.35,
True,200,44.71,
True,200,23.77,
True,200,40.09,
True,200,44.50,
True,200,39.00,
True,200,40.01,
True,200,47.47,
True,200,55.56,
True,200,46.68,
True,200,50.43,
True,200,56.82,
True,200,56.87,
True,200,59.59,
True,200,46.26,
True,200,48.27,
True,200,30.56,
True,200,34.60,
True,200,55.37,
True,200,54.32,
True,200,38.97,
True,200,37.01,
True,200,41.48,
True,200,55.66,
True,200,45.46,
True,200,47.97,
True,200,34.58,
True,200,49.32,
True,200,60.55,
True,200,68.85,
True,200,77.37,
True,200,37.86,
True,200,61.33,
True,200,39.51,
True,200,48.71,
True,200,47.21,
True,200,40.59,
True,200,43.24,
True,200,49.39,
True,200,53.99,
True,200,34.82,
True,200,53.64,
True,200,50.32,
True,200,40.54,
True,200,67.65,
True,200,46.73,
True,200,42.47,
True,200,47.33,
True,200,42.44,
True,200,55.71,
True,200,61.99,
True,200,38.81,
True,200,32.35,
True,200,47.14,
True,200,46.93,
True,200,46.59,
True,200,44.63,
True,200,44.82,
True,200,46.33,
True,200,46.30,
True,200,51.94,
True,200,64.54,
True,200,43.84,
True,200,55.47,
True,200,42.06,
True,200,45.38,
True,200,50.05,
True,200,50.92,
True,200,60.12,
True,200,25.55,
True,200,54.75,
True,200,20.26,
True,200,57.12,
True,200,48.52,
True,200,43.95,
True,200,45.57,
True,200,45.55,
True,200,53.87,
True,200,43.26,
True,200,55.68,
True,200,48.18,
True,200,40.68,
True,200,36.28,
True,200,44.35,
True,200,33.50,
True,200,61.06,
True,200,29.13,
True,200,48.81,
True,200,48.21,
True,200,41.86,
True,200,32.73,
True,200,56.78,
True,200,47.06,
True,200,51.23,
True,200,44.18,
True,200,52.75,
True,200,41.26,
True,200,36.71,
True,200,52.62,
True,200,53.81,
True,200,60.13,
True,200,43.06,
True,200,49.15,
True,200,56.26,
True,200,45.09,
True,200,44.48,
True,200,66.72,
True,200,36.11,
True,200,49.44,
True,200,39.36,
True,200,34.68,
True,200,52.05,
True,200,27.43,
True,200,56.55,
True,200,43.71,
True,200,66.23,
True,200,37.66,
True,200,41.25,
True,200,64.66,
True,200,34.22,
True,200,40.82,
True,200,33.23,
True,200,57.42,
True,200,40.00,
True,200,51.29,
True,200,27.68,
True,200,50.38,
True,200,37.38,
True,200,39.14,
True,200,39.48,
True,200,63.61,
True,200,43.31,
True,200,37.17,
True,200,76.72,
True,200,61.64,
True,200,79.91,
True,200,46.14,
True,200,27.23,
True,200,46.87,
True,200,44.27,
True,200,32.32,
True,200,58.50,
True,200,50.76,
True,200,43.13,
True,200,27.99,
True,200,46.10,
True,200,39.62,
True,200,49.70,
True,200,35.27,
True,200,32.57,
True,200,34.80,
True,200,45.87,
True,200,51.73,
True,200,53.31,
True,200,39.53,
True,200,44.09,
True,200,45.00,
True,200,53.25,
True,200,33.07,
True,200,37.87,
True,200,36.03,
True,200,46.48,
True,200,28.41,
True,200,50.68,
True,200,46.19,
True,200,31.47,
True,200,49.62,
True,200,32.19,
True,200,59.59,
True,200,54.65,
True,200,41.32,
True,200,63.32,
True,200,47.23,
True,200,55.26,
True,200,51.63,
True,200,47.74,
True,200,44.30,
True,200,50.98,
True,200,26.82,
True,200,37.28,
True,200,45.02,
True,200,41.94,
True,200,54.08,
True,200,39.45,
True,200,50.82,
True,200,55.64,
True,200,53.03,
True,200,33.47,
True,200,34.63,
True,200,42.45,
True,200,48.91,
True,200,38.09,
True,200,50.21,
True,200,60.26,
True,200,33.31,
True,200,33.40,
True,200,47.57,
True,200,33.29,
True,200,39.10,
True,200,48.74,
True,200,53.24,
True,200,53.49,
True,200,46.58,
True,200,30.54,
True,200,62.15,
True,200,29.63,
True,200,45.12,
True,200,45.05,
True,200,39.12,
True,200,59.90,
True,200,54.55,
True,200,50.38,
True,200,46.91,
True,200,27.07,
True,200,41.94,
True,200,65.61,
True,200,43.82,
True,200,51.36,
True,200,49.72,
True,200,48.48,
True,200,52.82,
True,200,44.26,
True,200,46.79,
True,200,57.63,
True,200,33.79,
True,200,37.87,
True,200,36.64,
True,200,56.44,
True,200,54.48,
True,200,33.14,
True,200,44.88,
True,200,55.80,
True,200,40.44,
True,200,41.57,
True,200,63.98,
True,200,37.08,
True,200,44.87,
True,200,44.45,
True,200,42.79,
True,200,46.16,
True,200,61.71,
True,200,48.30,
True,200,38.70,
True,200,44.44,
True,200,48.02,
True,200,37.56,
True,200,29.76,
True,200,60.78,
True,200,50.48,
True,200,40.57,
True,200,41.63,
True,200,44.11,
True,200,41.29,
True,200,56.34,
True,200,67.86,
True,200,44.53,
True,200,42.04,
True,200,44.81,
True,200,42.61,
True,200,34.23,
True,200,35.70,
True,200,53.18,
True,200,47.89,
