timestamp,cpu_percent,rss_mb
2026-09-03T16:05:02,0.00,193.85
2026-09-03T16:05:03,1737.90,224.28
2026-09-03T16:05:04,1859.10,224.34
2026-09-03T16:05:05,1856.50,224.81
2026-09-03T16:05:06,1844.30,225.07
2026-09-03T16:05:07,1885.50,225.14
