timestamp,cpu_percent,rss_mb
2026-09-03T16:05:14,0.00,225.14
2026-09-03T16:05:15,1774.20,225.14
2026-09-03T16:05:16,1865.30,225.19
2026-09-03T16:05:17,1869.00,225.23
2026-09-03T16:05:18,1861.70,225.29
2026-09-03T16:05:19,1867.30,225.34
