timestamp,cpu_percent,rss_mb
2026-09-03T16:04:44,0.00,72.72
2026-09-03T16:04:45,1899.10,164.07
2026-09-03T16:04:46,1892.40,169.90
2026-09-03T16:04:47,1875.80,175.54
2026-09-03T16:04:48,1910.50,179.73
2026-09-03T16:04:49,1911.20,177.98
