timestamp,cpu_percent,rss_mb
2026-09-03T16:04:56,0.00,177.92
2026-09-03T16:04:57,1756.50,178.81
2026-09-03T16:04:58,1793.10,179.02
2026-09-03T16:04:59,1836.20,179.08
2026-09-03T16:05:00,1867.50,181.54
2026-09-03T16:05:01,1839.70,181.56
